,날짜,기사제목,기사내용
118,2018.08.01. 오후 6:33,[뉴스투데이] 금깻잎·금시금치…폭염에 물가까지 '잔혹한 여름',"고삐 풀린 소비자물가 / 7월 지수 2017년보다 1.5% 상승 / 10개월 연속 1%대 이어갔지만 기저효과 감안 땐 통계치 이상 / 무더위 탓 채소류값 크게 올라 / 정부, 배추 등 비축 농산물 방출 “물가 가중치 기준시점 바꿀 것”‘기록적 폭염’의 영향으로 7월 채소 물가가 전월보다 3.7% 올랐다. 경유 가격은 전년 대비 14.6% 상승하며 16개월 만에 가장 높은 상승 폭을 기록했다. 농축산물과 석유류 가격의 영향으로 소비자물가는 10개월 연속 전년 동월 대비 1%대 상승세를 이어갔다.통계청이 1일 발표한 소비자물가 동향에 따르면 7월 소비자물가지수는 104.37로 전월 대비 0.2%, 전년 동월 대비 1.5 올랐다. “장보기가 겁나요” 1일 서울 이마트 용산점에서 시민들이 채소코너를 둘러보고 있다. 연일 폭염이 이어지면서 배추, 무 등 채소 값이 급등하고 있다. 허정호 선임기자전년 동월 대비 소비자물가 상승률은 지난해 9월 2.1%에서 10월 1.8%로 떨어진 이후 10개월 연속 1%대에 머물고 있다. 지난해 7월에도 물가가 크게 오른 기저효과의 영향으로 1%대 물가 상승률을 유지했다는 것이 통계청의 설명이다. 지난해 7월 물가는 장마와 폭염의 영향으로 전년 동월 대비 2.2%나 상승했다. 기저효과를 감안하면 올 7월 물가상승률(1.5%)은 통계수치 이상이다.품목별로는 채소류가 크게 올랐다. 채소류는 2월 16.7 상승한 이후 3∼6월에 4개월 연속 하락하다가 이달 반등했다. 시금치는 6월보다 50.1 치솟았고 배추(39.0), 상추(24.5), 열무(42.1) 등도 가격이 껑충 뛰었다. 축산물도 고온의 영향으로 가축 폐사가 속출하며 전월에 비해 3.3% 올랐다. 돼지고기가 7.8%, 닭고기가 2.7% 상승했다.이날 한국소비자원 가격정보 종합포털 ‘참가격’에 따르면 깻잎은 전주 대비 141.5% 올랐고, 쪽파(121.7%)와 풋고추(93%)도 크게 올랐다. 이어 양배추 40.4%, 상추 37.8%, 시금치 31.8%, 버섯 25.5%, 고구마 25.3% 순이었다.석유류 가격도 1년 전보다 12.5 오르면서 전체 물가를 0.54포인트 끌어올렸다. 경유 가격은 전년 대비 14.6 올라 지난해 3월(18.2) 이후 가장 높은 상승률을 보였다. 한국석유공사가 운영하는 유가정보 사이트 오피넷에 따르면 이날 휘발유 가격 전국 평균은 L당 1614.05원이고 최저가는 1518원, 최고가는 2298원이다. 경유값 전국 평균은 1414.69원, 최저가는 1308원, 최고가는 2125원이다.고형권 기획재정부 1차관(오른쪽)이 1일 서울 종로구 정부서울청사에서 물가관계차관회의를 주재하고 있다. 뉴시스개인 서비스 요금도 2.2 오르면서 전체 물가를 0.72포인트 끌어올렸다. 외식비가 2.7, 외식 외 개인서비스 물가가 1.9 올랐다.황수경 통계청장은 이날 정부서울청사에서 열린 물가관계차관회의에서 소비자물가 상승률이 10개월째 1대를 유지하고 있지만 일상과 밀접한 농수산물·석유류 가격이 상대적으로 크게 오른 것과 관련해 “체감물가는 일반 시민들이 주관적으로 느끼는 물가”라며 “가격 하락보다 가격 상승에 민감한 측면이 있고, 측정상 심리적 요인 등에 의해 공식 물가와는 차이가 있다”고 말했다. 정부가 발표하는 물가지수가 체감물가와 괴리됐다는 논란에 대해 해명한 셈이다. 통계청은 체감물가와 공식 물가의 차이를 줄이기 위해 각 품목의 소비 지출액이 차지하는 비중인 가중치의 기준 시점을 현행 2015년에서 2017년으로 바꿀 계획이다.농림축산식품부는 농산물 가격 안정을 위해 배추와 무 비축 물량을 방출하고 조기 출하를 유도해 수급 안정에 총력을 다한다는 방침이다. 농식품부는 가격이 안정될 때까지 100∼200t가량 배추를 집중적으로 방출하고 무의 조기출하와 할인판매를 유도하기로 했다.세종=박영준 기자, 이창훈 기자 yjp@segye.comⓒ 세상을 보는 눈, 글로벌 미디어 세계일보"
119,2018.08.20. 오후 9:49,"[간추린 단신] 검찰, ‘안희정 무죄’ 불복…항소장 제출 외"," Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:Current Resolution:Max Abr Resolution:Protocol:Current Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate: 도움말라이센스Video Statistic Version 4.26.10 ()Build Date (2021/10/1)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기 '비서 성폭력' 혐의로 기소된 안희정 전 충남도지사가 1심에서 무죄 판결을 받은 가운데 검찰이 오늘(20일) 항소했습니다.     검찰은 ""'위력에 의한 성폭행'이라는 점이 명백히 인정되는데도,  재판부가 '위력'의 범위를 너무 좁게 해석했다""라며, ""이 사건보다 훨씬 위력이 약한 경우에도 대법원이 피고인의 상고를 기각한 사례가 있다""라고 항소 이유를 밝혔습니다.국세청, 진에어 특별 세무조사    국세청이 오늘(20일) 진에어에 대한 특별 세무조사에 들어갔습니다.     국세청이 세무조사에 나선 것은 진에어가 기내 면세품 판매 수익을 나누는 과정에서 한진 일가와 관련해 탈루 정황이 있다는 의혹을 확인하기 위한 것으로 전해졌습니다.“추석 과일·축산물 가격 급등 없을 것”   농림축산식품부는 추석을 앞두고 사과와 배에 냉해와 폭염 피해가 발생했지만 공급량이 수요 대비 5~6천 톤 많아 가격 급등은 없을 것이라고 밝혔습니다.      또,  쇠고기와 돼지고기, 닭고기와 달걀도 수요 대비 공급이 안정적이라며, 추석 2주 전부터는 성수품 특별 공급을 확대해 소비자 부담을 완화할 계획입니다.조계종 ‘내홍’ 극심…23일 조계사서 맞불 집회   조계종 내홍이 극에 달한 가운데 오는 23일 조계사에서 서로 다른 대규모 집회가 열립니다.      설정 총무원장 퇴진과  적폐 청산 등을 요구하는 전국선원수좌회와 조계종을 걱정하는 스님들의 모임 등은 23일 오후 1시 조계사에서 전국승려대회를 열 계획입니다.     이에 맞서 교구본사주지협의회 등은 같은 시각 교권 수호 등을 내세운 집회를 열 예정입니다.KBS▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다▶ ‘TV보다 리얼’한 색다른 뉴스![저작권자ⓒ KBS 무단복제-재배포 금지]		"
120,2018.08.21. 오전 12:34,"`배추 아닌 추' 포기당 6,000원 넘었다","고랭지지역 폭염·가뭄 지속무 가격도 2배 가까이 올라올여름 유례없는 폭염이 이어진 데다가 도내 일부 지역에 폭우까지 덮치면서 배추·무 가격이 최대 2배까지 뛰어올라 정부 수급 관리에 비상이 걸렸다.20일 농림축산식품부와 한국농수산식품유통공사(aT)에 따르면 배추 포기당 도매가격은 7월 중순 2,652원에서 이달에는 무려 6,066원으로 올랐다. 무는 3,687원(1개)으로 74.2%, 대파(1㎏) 2,951원으로 17.6%, 수박(1통) 2만7,620원으로 62.8%, 닭고기(1㎏)는 5,190원으로 8.0% 올랐다.  농식품부는 “고랭지 배추·무 주산지인 강원지역에 기록적인 폭염과 가뭄이 계속돼 지난달 중순부터 가격이 올랐다”며 “조기 출하 물량을 늘리고 할인 판매 등의 대책을 벌여 추석 성수기 전까지 가격이 안정될 수 있도록 노력하겠다”고 했다.또 가격이 평년보다 낮은 양파로 겉절이를 만들어 시식 행사를 펼치는 등 가격이 싼 채소로 대체 소비도 유도하기로 했다. 이와 함께 김장철 배추 수급 안정을 위해 예비묘 20만 주를 추가로 확대해 다음 달 말까지 공급한다는 방침이다.남궁현기자 hyunng@kwnews.co.kr"
122,2018.08.13. 오후 3:03,"김해시, 생필품·개인서비스 물가안정 관리 ","			【김해=뉴시스】김상우 기자 = 경남 김해시는 생필품과 개인서비스 가격동향을 조사해 물가안정에 나섰다고 13일 밝혔다.시는 서민생활과 밀접한 품목을 중심으로 불공정행위 근절을 위해 물가관리특별대책상황실을 이달말까지 운영한다.이를 위해 합동지도점검 6개반 15명을 편성해 활동한다.주요 관리 대상은 피서철과 폭염 등으로 가격급등이 지속되고 있는 주요 생필품이다.특히 여름철에 가격이 급등할 우려가 높은 무 배추 등 농산물, 닭고기 어패류 등을 집중관리 한다.또 유원지 바가지요금, 자릿세 징수 등 불공정행위도 지도단속 대상이다.앞서 시는 물가인상에 따른 유원지 인근 음식 숙박업소 107개소에 바가지요금 근절 및 물가안정 협조문을 발송했다.이와 병행해 착한가격업소 이용 홍보, 물가안정 캠페인 등도 실시했다.김해시 관계자는 “생필품과 개인서비스 등 서민생활과 밀접한 품목에 대하여 지속적인 가격동향 관리와 수시점검을 통해 물가안정 및 건전한 상거래 질서 확립을 위해 최선을 다하겠다”고 말했다.woo@newsis.com▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 ▶ 뉴시스 SNS [페이스북] [트위터]<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>		"
123,2018.08.18. 오전 8:00,[미닝아웃] ③늘어나는 개념 소비…‘착한 기업’을 만든다,"동물실험에 반대하는 더바디샵 광고(사진=더바디샵 홈페이지)김난도 교수는 ‘2018 트렌드 코리아’에서 ‘미닝아웃’이라는 용어를 올해의 트렌드로 선정했다. 미닝아웃은 신념을 뜻하는 ‘미닝(Meaning)’과 ‘벽장 속에서 나오다’라는 뜻의 ‘커밍아웃(coming out)’이 결합된 단어다. 정치적, 사회적 신념과 같은 자기만의 의미를 소비행위를 통해 적극적으로 표현하는 것을 말한다. 그리고 이제 미닝아웃 족은 SNS만 타도 심심치 않게 만날 수 있다. 이제 소비자들은 자신의 신념과 가치관에 상품을 소비하고 특정 기업을 거른다. 소비자로서의 자신이 할 수 있는 최대 권한을 누리는 것이다. 새로운 트렌드가 된 미닝아웃에 대해 짚어봤다. -편집자주-[헤럴드경제 스타&컬처팀=남우정 기자] # 20대 직장인 이인화 씨는 수년간 사용해왔던 화장품을 바꿨다. 바꾸게 된 결정적 계기는 동물실험이었다. 반려동물을 키우면서 동물권에 대한 관심이 커졌고 뷰티계에서 만연하게 행해졌던 동물 실험을 알게 됐다. 내 피부에 맞는 화장품을 찾는 것도 어렵지만 동물 실험을 안 하는 브랜드를 찾는 것도 쉬운 일이 아니다. 하지만 불편함을 감수하더라도 이같은 선택을 번복할 생각은 없다. # 30대 직장인 남유정 씨는 마트로 장을 볼 때 오랜 시간을 소비한다. 이것저것 따지다 보면 시간이 훌쩍 흐른다. ‘갑질’ 문화로 논란이 됐던 기업의 우유와 유제품은 걸러낸다. 특정 정치인과 연루된 기업의 라면도 제외했다. 어릴 때부터 먹어서 친근한 라면이었지만 과감히 포기했다. 어차피 라면은 대체할 수 있는 브랜드가 많다. 착한 기업으로 통하는 오뚜기 안에서 선택할 수 있는 라면은 수두룩하다. 단순히 취향과 신념의 차이일까. 그러기엔 ‘미닝아웃’이 불러온 효과는 상당하다.지난해 김난도 서울대 교수는 ‘2018 트렌드 코리아’ 출판 기념회에서 올해의 소비 키워드를 밝히면서 이젠 마음이 만족하는 소비가 주를 이룰 것이라고 예견했다. 김 교수는 개인의 소비는 투표와 마찬가지로 자신의 정체성, 신념을 드러내는 표현방식이 되고 있다며, 소비를 통해 부를 과시하던 시대는 지나갔다고 말했다. 공동체 문화가 강한 한국에서 남들에게 내 신념과 가치관을 꺼내놓기 쉬운 일이 아니다. 그럼에도 최근 2030 밀레니엄 세대들은 자신들의 목소리를 내는 것을 서슴지 않는다. SNS의 사용이 그 효과를 증대시켰다. SNS만 있으면 장황하지 않더라도 자신의 견해를 자유롭고 쉽게 풀어놓을 수 있게 됐다. 무엇보다 특정 브랜드를 불매하고, 타인에게 불매를 강요하는 것이 아니라 미닝아웃을 하나의 놀이처럼 즐기고 있다는 것이 눈에 띈다. 여성소비총파업만 보더라도 이들은 자신이 그날 소비를 하지 않았다는 서로 인증하면서 이날 행사를 즐겼다. 이렇게 노출을 하면서 자신의 생각을 더 탄탄히 하고 자부심을 느끼고 있다. 이렇듯 미닝아웃이 젊은층 사이에서 자리잡게 된 배경에 대해 이준영 상명대학교 경제금융학부 교수는 “일단 SNS라는 정치 사회적인 신념을 표출할 수 있게 된 통로가 마련된 것이다. 해시태그 운동이 활성화 되면서 자발적으로 그런 정치 사회적 신념을 표출을 하게 된 것이 미닝아웃 트렌드에 핵심이다. 더 나아가서 보면 개념소비를 표방하고 바이콧(buycott: 보이콧에 반대되는 개념, 어떤 물품을 사도록 권장하는 것)을 하는 등으로 연결되고 있다”고 말했다. 포장지 줄인 오리온, 동물복지 제품 개발한 하림(사진=연합뉴스 제공, 하림 홈페이지)서서히 효과도 나타나고 있다. 동물 보호를 하려는 소비자들이 많아지자 기업들은 동물 실험을 하지 않은 제품이라고 홍보를 하고 전 세계적으로 쓰레기 대란이 일어나자 기업들도 환경 보호 운동에 동참하고 있다. 풀무원 샘물은 플라스틱 양을 줄인 에코캡 용기를 2013년부터 사용하고 있고 닭고기 기업 하림은 지난해 국내 최초 동물복지생산시스템을 적용한 제품을 만들기도 했다. 오리온은 2014년부터 포장재 크기와 잉크 사용량을 줄이는 ‘착한 포장 프로젝트’를 진행했다. 지난해엔 친환경 포장재를 개발해 환경부 녹색기술 인증을 받기도 했다. 오리온에 따르면 지난해 ‘포카칩’ 등 주요 3가지 제품에 들어간 포장재를 비교한 결과 전년도보다 포장재 중량은 83t, 면적으로는 1.2㎢가 줄어들었다. 여의도 면적의 40%에 달하는 포장재를 절약한 것으로 알려졌다. 라면 가격 동결, 직원 정규직 전환 등의 행보로 ‘갓뚜기’라는 칭송 받는 오뚜기의 상황만 보더라도 소비자들의 영향력이 어느 정도인지 짐작이 간다. 시장조사기간 닐슨코리아에 따르면 오뚜기의 시장 점유율은 꾸준히 증가했다. 지난해엔 라면 국내시장 점유율 25.6%로 1위인 ‘농심’과의 격차를 줄였다. 친환경 프로젝트 진행한 G9(사진=G9 제공)소비자가 똑똑해지면서 착한 기업이 늘어나지 않을까하는 기대도 있다. 이에 이준영 교수는 “요즘 기업의 갑질 문화, 윤리성 문제가 많이 일어나고 있는데 제대로 소비자에게 인정을 받지 못하면 기업의 이미지 실추에서 끝나는 게 아니라 매출에 직결된다. 그래서 더 신경을 써야되는 부분”이라고 말했다. 우려 할 점이 없는 것은 아니다. 각자의 가치관 순위가 다르기 때문에 여럿 의견이 오가는 과정에서 갈등이 없을 수 없다. 또 SNS 확산 속도가 빠른 만큼 정확한 정보가 오고가야 하는 것은 필수다. 여론에 휩쓸린 나머지 오가는 공방이나 잘못된 정보로 인해 의도치 않은 피해자가 생길 가능성도 있다. 일각에선 마케팅의 일환일 뿐이라고 지적하기도 한다. 이에 이준영 교수는 “요즘에 너무 정보가 많아지다 보니 잘못된 정보도 있다. 사실 이런 문제는 미닝아웃 문제에서 핵심은 아니지만 주의를 기울여야 한다”고 지적했다. culture@heraldcorp.com ▶생생한 리뷰보고 최저가로 산다 헤럴드 리얼라이프▶리얼라이프 카카오플러스 친구맺기 ▶한입뉴스 ‘타파스’ 페이스북 친구맺기 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -		"
124,2018.08.20. 오전 10:19,[신상 뜯어보기]‘얼리어닭터’라면 색다른 달콤함 충전…‘굽네 허니멜로’,"굽네 허니멜로…허니 머스타드 베이스의 특제 소스와 부드러운 육질의 조합[아시아경제 이선애 기자] '얼리어닭터'. 신제품이 출시되면 남보다 먼저 구입해 사용하고 주위에 제품 정보를 알려주는 소비자를 일컫는 '얼리어답터(Early adopter)'와 닭을 합성한 신조어다. 기자 역시 자칭 얼리어닭터다. 새로 나온 '신상'은 줄을 서더라도 사먹어야 직성이 풀릴 정도로 치킨마니아다. 역대급 폭염에 귀차니즘이 발동한 어느 날, 치킨으로 저녁을 떼우기로 결정하고 선택한 메뉴가 요즘 뜨고 있다는 굽네치킨의 허니멜로다. 기름지고 칼로리가 높은 치킨을 먹는 것에 대한 죄책감(?)을 덜기 위해 3000원을 추가해 허니멜로 샐러드세트로 주문했다.치킨 박스를 열자마자 노랗고 촉촉한 육질이 시선을 사로잡더니 스모키한 향이 바로 후각을 강타했다. 함께 곁들여 온 싱싱한 샐러드도 입맛을 한껏 돋구었다.한 입 베어물자 허니 머스타드 베이스의 특제 소스와 부드러운 육질의 조합이 상당히 신선했다. 판매되고 있는 기존 달달한 맛의 치킨과는 사뭇 달랐다. 소고기와 주로 먹었던 홀 그레인 머스타드가 닭고기의 육질과 이렇게 궁합이 잘 맞을 줄이야. 달콤함만을 생각하고 주문했다면 크게 실망할 뻔 했다. 까다로운 입맛의 소유자들도 충분히 합격점을 줄만한 컬래버레이션이었다.치킨의 베이스가 되는 허니멜로 소스는 허니 머스타드, 마늘, 스모크 베이컨으로 오븐 구이 치킨과 잘 어우러질 수 있도록 개발된 굽네치킨 만의 노하우가 담긴 특제소스라고 한다. 치킨 뿐만 아니라 소시지, 샐러드에 뿌려 먹어도 손색이 없을 만큼 매력적이었다.여기에 샐러드까지 곁들이니 금상첨화. 스모키한 치킨과 싱싱한 샐러드, 상큼한 특제소스까지 더해져 더 깊은 풍미를 느낄 수 있었다. 굽네치킨이 볼케이노와 갈비천왕으로 치밥 신드롬을 일으켰다면 허니멜로 샐러드 세트는 치샐(치킨+샐러드) 열풍을 만들어 내지 않을까 싶다. 치킨에서 새로운 달콤함을 느껴보고 싶다면 꼭 먹어야할 신상템으로 추천한다. 다만, 달달한 맛을 싫어하는 입맛의 소유자에게는 비추다.◆당신은 먹어야 돼#색다른 달콤한 치킨이 끌린다면◆한줄느낌#스모키향과 허니의 찰떡궁합◆가격#1마리 기준 1만8000원이선애 기자 lsa@asiae.co.kr▶ 네이버 홈에서 '아시아경제' 뉴스 확인하기▶ 재미와 신기 '과학을읽다' ▶ 놀라운 '군사이야기'<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>		"
125,2018.08.09. 오후 9:29,"'4만원 수박' 등장…폭염에 식탁물가↑, 기름값도 고공행진","			[앵커]폭염이 물가 인상을 계속 이끌고 있습니다. 과일과 채소는 2배 정도 오르고, 우유와 유제품까지 값이 오릅니다. 여기에 기름값까지 고공 행진을 하는데, 문제는 이런 오름세가 당분간 이어질 것이란 전망입니다. 신은서 기자입니다.[리포트]백화점 과일코너. 9kg짜리 수박 한 통에 4만 원입니다. 두 달 전만 해도, 2만 원대였습니다.최필열 / 서울 현석동""복숭아가 많이 비싼 것 같고 수박도 와서 보니까 거의 4만 원대예요. 버거운 것 같아요."" 최근 한 달 새 수박과 토마토는 두 배, 복숭아는 50% 가량 올랐습니다. 배추와 시금치 등 채솟값도 2배 가깝게 급등했습니다. 폭염 탓에 출하량이 줄어, 농산물 가격은 더 오를 전망입니다. 일부 마트에는 벌써부터 채소류의 물량이 동났다는 안내문도 붙었습니다."" 가축 489만여 마리가 폐사하면서, 축산물 가격도 올랐습니다. 문인섭 / 서울 가락시장 상인""닭고기는 작년에 1500원이었으면 지금 상태에선 3500원. (축산품은)공급에 차질도 있고 아무래도 더우니까 자라질 않잖아요."" 우유 원료인 원유값도 5년 만에 4원 인상되면서,  우유와 유제품값 인상도 예고됐습니다. 미국의 이란 제재로, 기름값까지 계속 올라갑니다. 서울의 휘발유값 평균은 ℓ당 1700원을 넘었습니다. 주원 / 현대경제연구원 경제연구실장 ""(미국의 제재로) 이란의 석유수출이 막힐 가능성이 높아지고, 국제유가 및 원자재 가격을 상승시켜서 소비자물가 상승 압력으로 작용할 가능성이 높다..."" 식품과 기름값 인상은 연쇄적으로 공산품 가격을 또 끌어올릴 수 있다는 우려도 나옵니다. TV조선 신은서입니다. ☞ TV조선 뉴스 유튜브 실시간 시청하기 * 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)신은서 기자(choshi@chosun.com)- Copyrights ⓒ TV조선. 무단전재 및 재배포 금지 -		"
126,2018.08.06. 오전 10:23,"매일유업, `상하목장` 브랜드로 가정간편식 도전장","`슬로우키친 카레 3종` 출시상하목장 슬로우키친 카레 3종 [사진 제공 = 매일유업] 매일유업은  친환경 브랜드 상하목장(SLOW)의 가정간편식 시리즈로 '슬로우키친'을 선보이고, 정통 카레를 수제 방식으로 만든 '상하목장 슬로우키친 카레' 3종을 출시한다고 6일 밝혔다.이 제품은 12가지 향신료를 최적의 비율로 배합해 가마솥에서 직화로 볶아내는 직화 로스팅 공법으로 카레 분말을 만들고 24시간 동안 천천히 숙성시켜 풍미를 강화했다. 채소와 고기를 다듬고 넣는 공정은 가정에서 직접 요리하듯 홈메이드 방식으로 설계해 건더기가 풍부하고 큼직하다. 국내산 양파와 양배추, 당근을 사용했으며, 고기는 육즙이 풍부하도록 제조 공정의 전처리 노하우를 살려 식감과 감칠맛을 살렸다.신제품은 ▲비프카레 ▲포크카레 ▲치킨스프카레 3종으로 비프카레는 소고기와 차돌양지를 사용해 소고기의 고소한 감칠맛과 카레 특유의 매콤한 맛을 강조했다. 포크카레는 돼지고기와 카레가 부드럽게 어우러지며, 치킨스프카레는 기존 카레와 차별화해 일본 북해도(홋카이도) 스타일의 스프 카레로 만들었다. 부드러운 닭고기 안심살과 토마토즙, 코코넛밀크를 담아 스프처럼 떠먹을 수 있어 밥은 물론 빵과도 잘 어울린다.이 제품은 따로 용기에 옮겨 담을 필요 없이 포장된 팩을 개봉만 해서 전자레인지에 세워 데우면 된다. 권장소비자가격은 각(170g) 2980원이며 3개 들이 세트는 8900원이다. 전국 주요 백화점과 매일유업의 매일다이렉트, 상하농원 파머스마켓에서 구입할 수 있다.상하목장은 슬로우키친 카레 출시를 기념해 오는 22일까지 체험단을 모집한다. 신제품 기대평을 댓글로 남기면 추첨을 통해 500명에게 슬로우키친 카레 3종을 증정하며, SNS(사회관계망서비스)에 후기를 올리면 30명을 선정해 카레 3종을 추가로 준다.[디지털뉴스국 배윤경 기자]▶뉴스 이상의 무궁무진한 프리미엄 읽을거리 ▶아나운서가 직접 읽어주는 오늘의 주요 뉴스[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]		"
127,2018.08.01. 오후 6:47,7월 소비자물가 10개월째 1%대 상승,"폭염·여름 휴가철 영향, 채소·축산물 가격은 고공행진한 소비자가 1일 서울 용산의 한 대형마트에 진열된 배추와 무, 양파 등을 살펴보고 있다. 최근 연일 계속되는 폭염으로 채소 등 식재료 물가가 치솟고 있다. 뉴시스소비자물가가 10개월째 1%대 상승세를 유지했다. 하지만 폭염과 여름휴가철이 맞물리면서 채소류와 축산물 등 생활물가가 크게 뛰었다. 1일 통계청에 따르면 7월 소비자물가지수는 1년 전보다 1.5% 상승했다.  품목별로는 석유류 가격이 12.5% 뛰면서 전체 물가를 0.54% 포인트 끌어올렸다. 휴가철에 폭염이 겹치며 농축산물과 여행 관련 물가는 대폭 상승했다. 채소류 물가는 6월보다 3.7% 상승했다. 시금치가 50.1% 치솟았고 배추(39.0%) 상추(24.5%) 열무(42.1%) 등도 가격이 크게 올랐다. 축산물도 고온에 가축 폐사가 속출하면서 전월에 비해 3.3% 올랐다.  돼지고기가 7.8%, 닭고기가 2.7% 상승했다.  정부는 폭염으로 인한 일부 품목 가격 급등을 막기 위한 대책을 추진키로 했다. 정부는 이날 오전 고형권 기획재정부 1차관 주재로 물가관계차관회의를 열어 폭염에 따른 농축수산물 수급·가격 동향과 대응 방안을 논의했다. 정부는 배추 비축 물량을 하루 100∼200t 수준으로 집중 방출하고, 계약재배 물량 6700t을 활용한 출하 조절도 병행하기로 했다. 무 또한 계약재배 물량 3500t을 활용해 이달 초반에도 물량이 조기 출하될 수 있도록 유도할 계획이다.세종=이성규 기자 zhibago@kmib.co.kr[네이버 채널 친구맺기] [페이스북][취재대행소 왱!(클릭)]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
128,2018.08.08. 오전 10:42,폭염에 채소값 껑충… 1주일새 5%이상 올라,"수산가공품·생산류 가격 상승무더위가 이어지면서 채소, 수산물 등의 가격이 급등하고 있는 가운데 8일 서울 오전 한 대형할인점 매대에 채소가 진열된 채 고객을 기다리고 있다.  연합뉴스기록적인 폭염이 이어지면서 채소 가격이 1주일 새 5% 넘게 또 올랐다.8일 한국소비자원 가격정보사이트 참가격에 따르면 이달 3일 기준으로 채소 가격은 1주 전보다 5.4% 뛰었으며 수산가공품은 7.0%, 생선류는 2.4% 각각 상승했다.채소는 조사대상 21개 품목 가운데 13개가 올랐으며 8개가 내렸다.양배추가 한 주 새 41.2% 올라 가격 인상률이 가장 높았으며 이어 시금치(33.4%), 깻잎(19.1%), 상추·배추(11.4%), 단무지(10.6%) 순으로 많이 올랐다. 쪽파(-27.4%)와 오이(-6.3%), 감자(-3.7%), 호박(-2.8%) 등은 가격이 내렸다.생선류는 고등어가 17.7% 올랐으며 참조기(0.7%)와 오징어(0.5%), 삼치(0.2%)도 소폭 상승했다. 갈치는 8.6% 하락했다. 수산가공품도 김밥 김이 7.3%, 참치캔이 6.0% 오르는 등 전체적으로 7.0% 뛰었다.반면 여름철에 즐겨 찾는 과자·빙과류가 3.6% 내린 것을 비롯해 정육·난류(-3.5%)와 차·음료·주류(-2.2%), 곡물 가공품(-1.3%), 조미료·장류·식용유(-1.8%), 낙농·축산가공품(-1.1%)은 가격이 내렸다.고온에 가축 폐사가 속출하며 최근 가격 상승세를 보였던 쇠고기(-8.7%)와 계란(-5.1%), 돼지고기(-4.8%)가 하락했으며 닭고기는 2.0% 상승했다.과자·빙과류에서는 아이스크림이 40.5% 하락했다. 소비자원에 따르면 지난달 외식 메뉴 가격도 서울 지역의 경우 1년 새 최대 10%가량 오른 것으로 나타났다.서울 지역 냉면 가격이 한 그릇 평균 8천808원으로 지난해 같은 달(8천38원)보다 9.6%(770원) 뛰는 등 서민들이 주로 찾는 외식 메뉴 8개 가운데 7개 가격이 지난 1년간 올랐고 1개만 변동이 없었다.  조은애기자 eunae@ 디지털타임스 홈페이지 바로가기 / 디지털타임스 뉴스 더보기네이버 채널에서 '디지털타임스'를 구독해주세요."
